Retailer,Machine ID,Address,Cities,Full Address,Longitude,Latitude,State
Albertsons,Q00516,Vista,"Vista, CA","1601 S Melrose Dr, Vista, CA",33.1659525,-117.2474028,CA
Safeway,Q00936,Walnut Creek,"Walnut Creek, CA","2800 Ygnacio Valley Rd, Walnut Creek, CA",37.9275313,-122.0176797,CA
Food 4 Less,Q00248,West Covina,"West Covina, CA","615 N Azusa Ave, West Covina, CA",34.0816558,-117.9093383,CA
Pavilions,Q00415,West Hollywood,"West Hollywood, CA","8969 Santa Monica Blvd, West Hollywood, CA",34.0835333,-118.38697,CA
Albertsons,Q00662,Westminster,"Westminster, CA","6755 Westminster Blvd., Westminster, CA",33.7604604,-118.0089116,CA
Vons,Q00327,Whittier,"Whittier, CA","15740 La Forge St, Whittier, CA",33.9409539,-117.9943627,CA
Safeway,Q01524,Windsor,"Windsor, CA","9080 Brooks Rd S, Windsor, CA",38.5516553,-122.8065101,CA
Vons,Q01240,Yorba Linda,"Yorba Linda, CA","20445 Yorba Linda Blvd, Yorba Linda, CA",33.8932942,-117.7757264,CA
Vons,Q00503,Yucaipa,"Yucaipa, CA","33644 Yucaipa Blvd, Yucaipa, CA",34.0353684,-117.0700763,CA
Safeway,Q01551,Newark,"Newark, DE","2400 Peoples Plaza, Newark, DE",39.6003221,-75.7490531,DE
Albertsons,Q01248,Boulder City,"Boulder City, NV","1008 Nevada Way, Boulder City, NV",35.9761503,-114.8451581,NV
Smith's,Q00656,Henderson,"Henderson, NV","10616 S Eastern Ave, Henderson, NV",35.9995306,-115.102477,NV
Albertsons,Q01162,Henderson,"Henderson, NV","201 S Stephanie St, Henderson, NV",36.02056779999999,-115.0490829,NV
Albertsons,Q01232,Henderson,"Henderson, NV","575 College Dr, Henderson, NV",36.0137242,-114.9649568,NV
Vons,Q01252,Henderson,"Henderson, NV","45 E Horizon Ridge Pkwy, Henderson, NV",36.0091236,-114.993307,NV
Smith's,Q00657,Las Vegas,"Las Vegas, NV","4965 E Sahara Ave, Las Vegas, NV",36.142933,-115.067053,NV
Smith's,Q00728,Las Vegas,"Las Vegas, NV","450 N Nellis Blvd, Las Vegas, NV",36.1677412,-115.0605,NV
Albertsons,Q01235,Las Vegas,"Las Vegas, NV","7075 W Ann Rd, Las Vegas, NV",36.2609353,-115.2477717,NV
Albertsons,Q01299,Las Vegas,"Las Vegas, NV","6730 N Hualapai Way, Las Vegas, NV",36.2836338,-115.3132057,NV
Albertsons,Q01543,Las Vegas,"Las Vegas, NV","1940 Village Center Circle, Las Vegas, NV",36.1937606,-115.3058904,NV
Smith's,Q00342,North Las Vegas,"North Las Vegas, NV","4700 W Ann Rd, North Las Vegas, NV",36.2629501,-115.2058675,NV
Smith's,Q00421,North Las Vegas,"North Las Vegas, NV","5564 Camino Al Norte, North Las Vegas, NV",36.2611019,-115.153746,NV
Jewel-Osco,Q01193,Algonquin,"Algonquin, IL","1501 E Algonquin Rd, Algonquin, IL",42.158649,-88.2746147,IL
Jewel-Osco,Q01196,Algonquin,"Algonquin, IL","103 S Randall Rd, Algonquin, IL",42.1746749,-88.33288859999999,IL
Jewel-Osco,Q01195,Arlington Heights,"Arlington Heights, IL","440 E Rand Rd, Arlington Heights, IL",42.1118589,-87.9768134,IL
Jewel-Osco,Q01199,Bartlett,"Bartlett, IL","125 E Stearns Rd, Bartlett, IL",41.9714325,-88.1828614,IL
Jewel-Osco,Q00758,Batavia,"Batavia, IL","119 S Randall Rd, Batavia, IL",41.8483166,-88.3426034,IL
Jewel-Osco,Q01181,Bolingbrook,"Bolingbrook, IL","1200 W Boughton Rd, Bolingbrook, IL",41.7051013,-88.1241052,IL
Woodman's Market,Q01145,Buffalo Grove,"Buffalo Grove, IL","1550 Deerfield Pkwy, Buffalo Grove, IL",42.1692028,-87.92436359999999,IL
Jewel-Osco,Q01198,Buffalo Grove,"Buffalo Grove, IL","79 McHenry Rd, Buffalo Grove, IL",42.1550551,-87.9578317,IL
Jewel-Osco,Q01474,Burbank,"Burbank, IL","7910 S Cicero Ave, Burbank, IL",41.7472819,-87.7423975,IL
Jewel-Osco,Q01205,Carol Stream,"Carol Stream, IL","750 Army Trail Rd, Carol Stream, IL",41.9392965,-88.1460652,IL
Woodman's Market,Q01228,Carpentersville,"Carpentersville, IL","2100 Randall Rd, Carpentersville, IL",42.1200871,-88.33629859999999,IL
Jewel-Osco,Q01447,Cary,"Cary, IL","696 Northwest Hwy, Cary, IL",42.2184821,-88.2557765,IL
Jewel-Osco,Q00267,Chicago,"Chicago, IL","2940 N Ashland Ave, Chicago, IL",41.9353042,-87.6702904,IL
Jewel-Osco,Q00584,Chicago,"Chicago, IL","1763 W Howard St, Chicago, IL",42.0178161,-87.67453479999999,IL
Jewel-Osco,Q00595,Chicago,"Chicago, IL","3570 N Elston Ave, Chicago, IL",41.9449885,-87.708596,IL
Jewel-Osco,Q01316,Chicago,"Chicago, IL","1220 S Ashland Ave, Chicago, IL",41.8659089,-87.6685751,IL
Jewel-Osco,Q01374,Chicago,"Chicago, IL","1340 S Canal St, Chicago, IL",41.8639944,-87.6397681,IL
Jewel-Osco,Q01376,Chicago,"Chicago, IL","1341 N Paulina St, Chicago, IL",41.9064522,-87.66874949999999,IL
Jewel-Osco,Q01382,Chicago,"Chicago, IL","2520 N Narragansett Ave, Chicago, IL",41.9261995,-87.7863612,IL
Jewel-Osco,Q01384,Chicago,"Chicago, IL","4250 N Lincoln Ave, Chicago, IL",41.9585044,-87.6824383,IL
Jewel-Osco,Q01388,Chicago,"Chicago, IL","3630 N Southport Ave, Chicago, IL",41.9479722,-87.6643658,IL
Jewel-Osco,Q01393,Chicago,"Chicago, IL","102 W Division St, Chicago, IL",41.9040964,-87.6317704,IL
Jewel-Osco,Q01395,Chicago,"Chicago, IL","7342 W Foster Ave, Chicago, IL",41.9754649,-87.81098659999999,IL
Jewel-Osco,Q01438,Chicago,"Chicago, IL","1655 E 95th St, Chicago, IL",41.7204697,-87.5827383,IL
Jewel-Osco,Q01446,Chicago,"Chicago, IL","2550 N Clybourn Ave, Chicago, IL",41.9271422,-87.6743716,IL
Jewel-Osco,Q01475,Chicago,"Chicago, IL","11730 S Marshfield Ave, Chicago, IL",41.6802421,-87.66460000000001,IL
Food 4 Less,Q00682,Chicago Heights,"Chicago Heights, IL","1333 Western Ave, Chicago Heights, IL",41.5070003,-87.6718614,IL
Jewel-Osco,Q01436,Clarendon Hills,"Clarendon Hills, IL","303 Holmes Ave, Clarendon Hills, IL",41.78734619999999,-87.9499156,IL
Food 4 Less,Q00701,Crest Hill,"Crest Hill, IL","1701 N Larkin Ave, Crest Hill, IL",41.5535617,-88.126482,IL
Jewel-Osco,Q01138,Crystal Lake,"Crystal Lake, IL","6140 Northwest Hwy, Crystal Lake, IL",42.2287372,-88.3183124,IL
Jewel-Osco,Q00700,Darien,"Darien, IL","7329 S Cass Ave, Darien, IL",41.7538136,-87.9720305,IL
Jewel-Osco,Q01190,Elgin,"Elgin, IL","1040 Summit St, Elgin, IL",42.048073,-88.25265870000001,IL
Jewel-Osco,Q01230,Elgin,"Elgin, IL","1660 Larkin Ave, Elgin, IL",42.0341695,-88.319361,IL
Jewel-Osco,Q01309,Elmhurst,"Elmhurst, IL","153 Schiller St, Elmhurst, IL",41.9015495,-87.93705829999999,IL
Jewel-Osco,Q00579,Frankfort,"Frankfort, IL","21164 S La Grange Rd, Frankfort, IL",41.5056574,-87.8519061,IL
Jewel-Osco,Q01310,Franklin Park,"Franklin Park, IL","10203 Grand Ave, Franklin Park, IL",41.9294687,-87.8803099,IL
Jewel-Osco,Q01201,Glendale Heights,"Glendale Heights, IL","2164 Bloomingdale Rd, Glendale Heights, IL",41.9382475,-88.08198469999999,IL
Jewel-Osco,Q01432,Hickory Hills,"Hickory Hills, IL","9528 S Roberts Rd, Hickory Hills, IL",41.7177218,-87.8202882,IL
Jewel-Osco,Q00817,Hoffman Estates,"Hoffman Estates, IL","1069 N Roselle Rd, Hoffman Estates, IL",42.0477597,-88.0777093,IL
Jewel-Osco,Q01202,Hoffman Estates,"Hoffman Estates, IL","1485 Palatine Rd, Hoffman Estates, IL",42.1092764,-88.1158674,IL
Jewel-Osco,Q00825,Huntley,"Huntley, IL","10090 HWY 47, Huntley, IL",42.1840036,-88.4192919,IL
Woodman's Market,Q01203,Lakemoor,"Lakemoor, IL","27555 W IL Route 120, Lakemoor, IL",42.3208352,-88.1679014,IL
Jewel-Osco,Q00589,Lombard,"Lombard, IL","1177 S Main St, Lombard, IL",41.861147,-88.0153644,IL
Jewel-Osco,Q01189,McHenry,"McHenry, IL","4222 W Elm St, McHenry, IL",42.3479284,-88.27972249999999,IL
Jewel-Osco,Q01386,Melrose Park,"Melrose Park, IL","800 W North Ave, Melrose Park, IL",41.9072705,-87.84335779999999,IL
Jewel-Osco,Q01152,Mount Prospect,"Mount Prospect, IL","333 Euclid Ave, Mount Prospect, IL",42.0873322,-87.9309681,IL
Jewel-Osco,Q01133,Mundelein,"Mundelein, IL","1150 W Maple Ave, Mundelein, IL",42.2775306,-88.0207925,IL
Jewel-Osco,Q01182,Mundelein,"Mundelein, IL","1501 S Lake St, Mundelein, IL",42.2438911,-87.993068,IL
Jewel-Osco,Q00570,Naperville,"Naperville, IL","1227 S Naper Blvd, Naperville, IL",41.7515378,-88.1169779,IL
Jewel-Osco,Q00713,Naperville,"Naperville, IL","2855 95th St, Naperville, IL",41.71207690000001,-88.20338989999999,IL
Woodman's Market,Q01200,North Aurora,"North Aurora, IL","151 Hansen Blvd, North Aurora, IL",41.8040392,-88.3703528,IL
Jewel-Osco,Q01429,Orland Park,"Orland Park, IL","17930 Wolf Rd, Orland Park, IL",41.563074,-87.89317179999999,IL
Jewel-Osco,Q00582,Oswego,"Oswego, IL","2540 US Highway 30, Oswego, IL",41.7178567,-88.3181006,IL
Jewel-Osco,Q01323,Park Ridge,"Park Ridge, IL","481 Busse Hwy, Park Ridge, IL",42.0157744,-87.8392756,IL
Jewel-Osco,Q01437,Plainfield,"Plainfield, IL","13460 S Rt 59, Plainfield, IL",41.6378209,-88.20371109999999,IL
Jewel-Osco,Q00806,Rolling Meadows,"Rolling Meadows, IL","3000 Kirchoff Rd, Rolling Meadows, IL",42.0788851,-88.0171993,IL
Jewel-Osco,Q01375,Romeoville,"Romeoville, IL","20 S Weber Rd, Romeoville, IL",41.6232256,-88.12624070000001,IL
Jewel-Osco,Q01186,Schaumburg,"Schaumburg, IL","2501 W Schaumburg Rd, Schaumburg, IL",42.0233003,-88.1422535,IL
Jewel-Osco,Q01206,Schaumburg,"Schaumburg, IL","1151 S Roselle Rd, Schaumburg, IL",42.0063103,-88.0780147,IL
Jewel-Osco,Q01308,Skokie,"Skokie, IL","9449 Skokie Blvd, Skokie, IL",42.0528525,-87.7448072,IL
Jewel-Osco,Q01204,South Elgin,"South Elgin, IL","375 Randall Rd, South Elgin, IL",41.9869936,-88.3389029,IL
Jewel-Osco,Q01194,Streamwood,"Streamwood, IL","217 Irving Park Rd, Streamwood, IL",42.0142938,-88.1870988,IL
Jewel-Osco,Q00580,Tinley Park,"Tinley Park, IL","17117 S Harlem Ave, Tinley Park, IL",41.5792718,-87.79185749999999,IL
Jewel-Osco,Q01222,Wauconda,"Wauconda, IL","547 Liberty Street, Wauconda, IL",42.2607514,-88.1325652,IL
Jewel-Osco,Q01088,Waukegan,"Waukegan, IL","922 N Green Bay Rd, Waukegan, IL",42.3739417,-87.88399989999999,IL
Jewel-Osco,Q01212,Waukegan,"Waukegan, IL","3124 N Lewis Ave, Waukegan, IL",42.4092104,-87.85712389999999,IL
Jewel-Osco,Q00574,Wheaton,"Wheaton, IL","30 Danada Square W, Wheaton, IL",41.831619,-88.1051865,IL
Jewel-Osco,Q00578,Wheaton,"Wheaton, IL","2031 N Main St, Wheaton, IL",41.8866388,-88.1060258,IL
Jewel-Osco,Q01373,Wilmette,"Wilmette, IL","411 Green Bay Rd, Wilmette, IL",42.0724822,-87.70627789999999,IL
Jewel-Osco,Q00571,Woodridge,"Woodridge, IL","2317 75th St, Woodridge, IL",41.7504035,-88.0390961,IL
Jewel-Osco,Q01143,Woodstock,"Woodstock, IL","145 S Eastwood Dr, Woodstock, IL",42.3153726,-88.4341791,IL
Pick 'n Save,Q01073,Appleton,"Appleton, WI","2700 N Ballard Rd, Appleton, WI",44.2860963,-88.3724235,WI
Pick 'n Save,Q00730,Brown Deer,"Brown Deer, WI","9200 N Green Bay Rd, Brown Deer, WI",43.1849341,-87.96273099999999,WI
Pick 'n Save,Q01086,Fitchburg,"Fitchburg, WI","3010 Cahill Main, Fitchburg, WI",43.01861299999999,-89.4212536,WI
Pick 'n Save,Q01093,Hartland,"Hartland, WI","3161 Village Square Drive, Hartland, WI",43.1032661,-88.3653444,WI
Pick 'n Save,Q00694,Kenosha,"Kenosha, WI","5710 75th St, Kenosha, WI",42.5685164,-87.8771266,WI
Woodman's Market,Q00709,Kenosha,"Kenosha, WI","7145 120th Ave, Kenosha, WI",42.57032299999999,-87.9478783,WI
Pick 'n Save,Q01040,Kenosha,"Kenosha, WI","2811 18th St, Kenosha, WI",42.6234976,-87.8436177,WI
Pick 'n Save,Q00693,Madison,"Madison, WI","6655 McKee Road, Madison, WI",43.0136629,-89.4979985,WI
Metro Market,Q01504,Madison,"Madison, WI","6010 Cottage Grove Road, Madison, WI",43.0851822,-89.2758656,WI
Pick 'n Save,Q01111,Menomonee Falls,"Menomonee Falls, WI","N77 W14435 Appleton Avenue, Menomonee Falls, WI",43.1581079,-88.0905443,WI
Pick 'n Save,Q01043,Milwaukee,"Milwaukee, WI","3701 S 27th Street, Milwaukee, WI",42.9776228,-87.95036320000001,WI
Pick 'n Save,Q01114,Milwaukee,"Milwaukee, WI","7401 W Good Hope Rd, Milwaukee, WI",43.146908,-88.0023353,WI
Pick 'n Save,Q01044,Mount Pleasant,"Mount Pleasant, WI","2820 S Green Bay Rd, Mount Pleasant, WI",42.6987777,-87.85666309999999,WI
Pick 'n Save,Q00696,Oak Creek,"Oak Creek, WI","2320 W Ryan Rd, Oak Creek, WI",42.8745397,-87.94803139999999,WI
Pick 'n Save,Q01052,Oak Creek,"Oak Creek, WI","8770 S Howell Ave, Oak Creek, WI",42.8849539,-87.9097731,WI
Pick 'n Save,Q01047,Racine,"Racine, WI","1202 N Green Bay Road, Racine, WI",42.7356158,-87.84070799999999,WI
Pick 'n Save,Q01095,Sussex,"Sussex, WI","N65 W24838 Main St, Sussex, WI",43.1371593,-88.240736,WI
Pick 'n Save,Q01053,West Allis,"West Allis, WI","2625 S 108th St, West Allis, WI",42.99685789999999,-88.0497566,WI
Safeway,Q01426,Alexandria,"Alexandria, VA","3526 King St, Alexandria, VA",38.8278508,-77.0896033,VA
Safeway,Q01433,Alexandria,"Alexandria, VA","5980 Kingstowne Towne Ctr, Alexandria, VA",38.7699929,-77.14141579999999,VA
Safeway,Q01434,Alexandria,"Alexandria, VA","1624 Belle View Blvd, Alexandria, VA",38.7764388,-77.0607533,VA
Safeway,Q01435,Annandale,"Annandale, VA","7414 Little River Turnpike, Annandale, VA",38.832325,-77.2008136,VA
Safeway,Q01546,Bristow,"Bristow, VA","12821 Braemar Village Pz, Bristow, VA",38.7508043,-77.5706064,VA
Safeway,Q01549,Burke,"Burke, VA","5727 Burke Centre Pkwy, Burke, VA",38.7998647,-77.3212248,VA
Safeway,Q01482,Fairfax,"Fairfax, VA","3043 Nutley St, Fairfax, VA",38.87095679999999,-77.2625505,VA
Safeway,Q01515,Fairfax,"Fairfax, VA","12200 Fairfax Towne Center, Fairfax, VA",38.86628210000001,-77.3688701,VA
Safeway,Q01440,Falls Church,"Falls Church, VA","6118 Arlington Blvd, Falls Church, VA",38.870133,-77.1464716,VA
Safeway,Q01417,McLean,"McLean, VA","1688 Anderson Rd, McLean, VA",38.9225196,-77.2021611,VA
Safeway,Q01553,Woodbridge,"Woodbridge, VA","4220 Merchant Plaza, Woodbridge, VA",38.6746992,-77.3344279,VA
Shaw's,Q01568,East Providence,"East Providence, RI","575 Taunton Ave, East Providence, RI",41.820412,-71.3581437,RI
Shaw's,Q01462,Middletown,"Middletown, RI","71 E Main Rd, Middletown, RI",41.5170988,-71.29723000000001,RI
Shaw's,Q01574,Riverside,"Riverside, RI","1050 Willett Ave, Riverside, RI",41.7598865,-71.3438056,RI
Shaw's,Q01427,Wakefield,"Wakefield, RI","160 Old Tower Hill Rd, Wakefield, RI",41.4434602,-71.48225219999999,RI
Fred Meyer,Q00832,Albany,"Albany, OR","2500 Santiam Hwy SE, Albany, OR",44.6320862,-123.0748201,OR
Safeway,Q00826,Aloha,"Aloha, OR","6055 SW 185th Ave, Aloha, OR",45.4755939,-122.8690208,OR
Safeway,Q00855,Aloha,"Aloha, OR","20535 SW TV Hwy, Aloha, OR",45.4967485,-122.8880331,OR
Fred Meyer,Q00138,Beaverton,"Beaverton, OR","11425 SW Beaverton Hillsdale Hwy, Beaverton, OR",45.4885715,-122.7942535,OR
Fred Meyer,Q00140,Beaverton,"Beaverton, OR","15995 SW Walker Rd, Beaverton, OR",45.5191622,-122.8400721,OR
Safeway,Q00201,Beaverton,"Beaverton, OR","14555 SW Teal Blvd, Beaverton, OR",45.4415082,-122.8289788,OR
Safeway,Q00205,Beaverton,"Beaverton, OR","6194 SW Murray Blvd, Beaverton, OR",45.4769779,-122.8312247,OR
WinCo Foods,Q00959,Beaverton,"Beaverton, OR","3025 SW Cedar Hills Blvd, Beaverton, OR",45.4981399,-122.8101061,OR
Fred Meyer,Q01009,Beaverton,"Beaverton, OR","15995 SW Walker Rd, Beaverton, OR",45.5191622,-122.8400721,OR
Fred Meyer,Q01011,Beaverton,"Beaverton, OR","11425 SW Beaverton Hillsdale Hwy, Beaverton, OR",45.4885715,-122.7942535,OR
Fred Meyer,Q00151,Canby,"Canby, OR","1401 SE 1st Ave, Canby, OR",45.26628940000001,-122.6769682,OR
Safeway,Q00816,Canby,"Canby, OR","1051 SW 1st Ave, Canby, OR",45.25541200000001,-122.7022083,OR
Fred Meyer,Q00150,Clackamas,"Clackamas, OR","16301 SE 82nd Dr, Clackamas, OR",45.4043861,-122.5701947,OR
Safeway,Q00204,Clackamas,"Clackamas, OR","12032 SE Sunnyside Rd, Clackamas, OR",45.4287687,-122.5394974,OR
Fred Meyer,Q00997,Clackamas,"Clackamas, OR","16301 SE 82nd Dr, Clackamas, OR",45.4043861,-122.5701947,OR
Fred Meyer,Q00782,Cornelius,"Cornelius, OR","2200 Baseline St, Cornelius, OR",45.5211899,-123.0439776,OR
WinCo Foods,Q00736,Corvallis,"Corvallis, OR","2335 NW Kings Blvd, Corvallis, OR",44.5907327,-123.2743198,OR
Safeway,Q01321,Corvallis,"Corvallis, OR","5270 SW Philomath Blvd, Corvallis, OR",44.5542562,-123.3006439,OR
Safeway,Q01318,Cottage Grove,"Cottage Grove, OR","1500 E Main St, Cottage Grove, OR",43.7985069,-123.0521402,OR
Safeway,Q00883,Dallas,"Dallas, OR","138 W Ellendale Ave, Dallas, OR",44.93069800000001,-123.3126964,OR
Albertsons,Q01121,Eugene,"Eugene, OR","55 Division Ave, Eugene, OR",44.10065669999999,-123.1283431,OR
Albertsons,Q01294,Eugene,"Eugene, OR","311 Coburg Rd, Eugene, OR",44.0645956,-123.0738439,OR
Safeway,Q01307,Eugene,"Eugene, OR","1500 Coburg Rd, Eugene, OR",44.0782122,-123.0703195,OR
WinCo Foods,Q01366,Eugene,"Eugene, OR","4275 Barger Drive, Eugene, OR",44.0865493,-123.1693115,OR
Albertsons,Q01367,Eugene,"Eugene, OR","4740 Royal Ave, Eugene, OR",44.06850439999999,-123.1791412,OR
Albertsons,Q01370,Eugene,"Eugene, OR","1675 W 18th Ave, Eugene, OR",44.0415681,-123.1167084,OR
Safeway,Q00779,Forest Grove,"Forest Grove, OR","2836 Pacific Ave, Forest Grove, OR",45.5194115,-123.0953533,OR
Safeway,Q01124,Gladstone,"Gladstone, OR","95 82nd Dr, Gladstone, OR",45.3816595,-122.5822686,OR
Fred Meyer,Q00190,Gresham,"Gresham, OR","2497 SE Burnside Rd, Gresham, OR",45.4958074,-122.4068825,OR
Safeway,Q00195,Gresham,"Gresham, OR","1455 NE Division St, Gresham, OR",45.50585539999999,-122.4170551,OR
Safeway,Q00220,Gresham,"Gresham, OR","1001 SW Highland Dr, Gresham, OR",45.4893131,-122.4767638,OR
WinCo Foods,Q01322,Gresham,"Gresham, OR","2511 SE 1st Street, Gresham, OR",45.4988488,-122.4075935,OR
Fred Meyer,Q00191,Happy Valley,"Happy Valley, OR","8955 SE 82nd Ave, Happy Valley, OR",45.4572188,-122.5795196,OR
Fred Meyer,Q00202,Happy Valley,"Happy Valley, OR","17005 SE Sunnyside Rd, Happy Valley, OR",45.4285313,-122.4877249,OR
Fred Meyer,Q00887,Happy Valley,"Happy Valley, OR","8955 SE 82nd Ave, Happy Valley, OR",45.4572188,-122.5795196,OR
WinCo Foods,Q00957,Happy Valley,"Happy Valley, OR","11250 SE 82nd Ave, Happy Valley, OR",45.4434146,-122.5776815,OR
Fred Meyer,Q00146,Hillsboro,"Hillsboro, OR","6495 SE Tualatin Valley Hwy, Hillsboro, OR",45.4995853,-122.9141493,OR
Fred Meyer,Q00156,Hillsboro,"Hillsboro, OR","6495 SE Tualatin Valley Hwy, Hillsboro, OR",45.4995853,-122.9141493,OR
Safeway,Q00192,Hillsboro,"Hillsboro, OR","2177 NW 185th Ave, Hillsboro, OR",45.5360798,-122.8697631,OR
WinCo Foods,Q00766,Hillsboro,"Hillsboro, OR","7330 NE Butler St, Hillsboro, OR",45.5352782,-122.9030689,OR
WinCo Foods,Q00770,Hillsboro,"Hillsboro, OR","1500 SW Oak St, Hillsboro, OR",45.5183525,-123.0063414,OR
Fred Meyer,Q00847,Hillsboro,"Hillsboro, OR","22075 NW Imbrie Dr, Hillsboro, OR",45.551307,-122.9035973,OR
Albertsons,Q00949,Hillsboro,"Hillsboro, OR","7500 W Baseline Rd, Hillsboro, OR",45.5146058,-122.9041033,OR
Albertsons,Q00954,Hillsboro,"Hillsboro, OR","888 NE 25th Ave, Hillsboro, OR",45.529475,-122.9555231,OR
Safeway,Q00962,Hillsboro,"Hillsboro, OR","2525 SE Tualatin Valley Hwy, Hillsboro, OR",45.5058969,-122.9543947,OR
Safeway,Q01305,Junction City,"Junction City, OR","1755 Ivy St, Junction City, OR",44.2291512,-123.2066141,OR
Safeway,Q00996,Keizer,"Keizer, OR","4990 River Rd N, Keizer, OR",44.996344,-123.0240407,OR
Safeway,Q00822,Lake Oswego,"Lake Oswego, OR","17779 Lower Boones Ferry Rd, Lake Oswego, OR",45.3982496,-122.7418944,OR
Albertsons,Q01067,Lake Oswego,"Lake Oswego, OR","16199 Boones Ferry Rd, Lake Oswego, OR",45.4095465,-122.722927,OR
Safeway,Q01362,Lebanon,"Lebanon, OR","1983 S Main St, Lebanon, OR",44.52719099999999,-122.9065891,OR
WinCo Foods,Q00716,McMinnville,"McMinnville, OR","2585 NE Highway 99W, McMinnville, OR",45.230878,-123.1721662,OR
Albertsons,Q01008,McMinnville,"McMinnville, OR","615 Sw Keck Dr, McMinnville, OR",45.1964171,-123.205106,OR
Safeway,Q00837,Mcminnville,"Mcminnville, OR","2490 N Highway, Mcminnville, OR",45.2107513,-123.1944874,OR
Safeway,Q00137,Milwaukie,"Milwaukie, OR","14840 SE Webster Rd, Milwaukie, OR",45.4157501,-122.590793,OR
Safeway,Q01122,Milwaukie,"Milwaukie, OR","4370 SE King Rd, Milwaukie, OR",45.447638,-122.6174191,OR
Safeway,Q01113,Molalla,"Molalla, OR","1524 W Main St, Molalla, OR",45.1505066,-122.6047718,OR
Fred Meyer,Q00884,Newberg,"Newberg, OR","3300 Portland Rd, Newberg, OR",45.30551699999999,-122.9455368,OR
Fred Meyer,Q00894,Newberg,"Newberg, OR","3300 Portland Rd, Newberg, OR",45.30551699999999,-122.9455368,OR
Safeway,Q01115,Newberg,"Newberg, OR","1140 N Springbrook Rd, Newberg, OR",45.3085141,-122.9454157,OR
Fred Meyer,Q00843,Oak Grove,"Oak Grove, OR","14700 SE McLoughlin Blvd, Oak Grove, OR",45.4169353,-122.6313338,OR
Fred Meyer,Q00998,Oak Grove,"Oak Grove, OR","14700 SE McLoughlin Blvd, Oak Grove, OR",45.4169353,-122.6313338,OR
Albertsons,Q01452,Ontario,"Ontario, OR","1410 Westpark Plaza, Ontario, OR",44.0233558,-116.9838234,OR
Fred Meyer,Q00141,Oregon City,"Oregon City, OR","1839 Molalla Ave, Oregon City, OR",45.3324259,-122.5831665,OR
Safeway,Q01116,Oregon City,"Oregon City, OR","13434 Colton Pl, Oregon City, OR",45.3347087,-122.5910889,OR
Albertsons,Q01304,Oregon City,"Oregon City, OR","19007 S Beavercreek Rd, Oregon City, OR",45.3298513,-122.5733254,OR
Fred Meyer,Q00113,Portland,"Portland, OR","1111 NE 102nd Ave, Portland, OR",45.5306955,-122.5602137,OR
Safeway,Q00119,Portland,"Portland, OR","13485 NW Cornell Rd, Portland, OR",45.5279917,-122.8144749,OR
Safeway,Q00120,Portland,"Portland, OR","4515 SE Woodstock Blvd, Portland, OR",45.47994070000001,-122.615958,OR
Fred Meyer,Q00133,Portland,"Portland, OR","3805 SE Hawthorne Blvd, Portland, OR",45.5126133,-122.623766,OR
Fred Meyer,Q00145,Portland,"Portland, OR","14700 SE Division St, Portland, OR",45.5029065,-122.5120924,OR
Fred Meyer,Q00149,Portland,"Portland, OR","11565 SW Pacific Hwy, Portland, OR",45.4415268,-122.7516624,OR
Fred Meyer,Q00153,Portland,"Portland, OR","3030 NE Weidler St, Portland, OR",45.5329779,-122.6351061,OR
Fred Meyer,Q00154,Portland,"Portland, OR","6850 N Lombard St, Portland, OR",45.5846643,-122.7392999,OR
Fred Meyer,Q00162,Portland,"Portland, OR","7404 N Interstate Ave, Portland, OR",45.5758482,-122.6809888,OR
Fred Meyer,Q00166,Portland,"Portland, OR","6850 N Lombard St, Portland, OR",45.5846643,-122.7392999,OR
Fred Meyer,Q00172,Portland,"Portland, OR","6615 NE Glisan St, Portland, OR",45.527628,-122.5960856,OR
Fred Meyer,Q00184,Portland,"Portland, OR","7404 N Interstate Ave, Portland, OR",45.5758482,-122.6809888,OR
QFC,Q00187,Portland,"Portland, OR","7525 SW Barnes Rd, Portland, OR",45.5158368,-122.7548847,OR
Fred Meyer,Q00188,Portland,"Portland, OR","7555 SW Barbur Blvd, Portland, OR",45.4705206,-122.6905387,OR
Safeway,Q00211,Portland,"Portland, OR","6901 NE Sandy Blvd, Portland, OR",45.5480574,-122.5930312,OR
Safeway,Q00215,Portland,"Portland, OR","5920 NE Martin Luther King Jr Blvd, Portland, OR",45.5659676,-122.6602189,OR
Safeway,Q00226,Portland,"Portland, OR","3930 SE Powell Blvd, Portland, OR",45.4969871,-122.6220329,OR
Safeway,Q00258,Portland,"Portland, OR","3527 SE 122nd Ave, Portland, OR",45.4961892,-122.5392163,OR
Fred Meyer,Q00262,Portland,"Portland, OR","7555 SW Barbur Blvd, Portland, OR",45.4705206,-122.6905387,OR
Safeway,Q00797,Portland,"Portland, OR","2800 SE Hawthorne Blvd, Portland, OR",45.5117408,-122.6375279,OR
Safeway,Q00813,Portland,"Portland, OR","8330 N Ivanhoe St, Portland, OR",45.5878366,-122.7531276,OR
QFC,Q00818,Portland,"Portland, OR","4756 NW Bethany Blvd, Portland, OR",45.5535411,-122.8350589,OR
Safeway,Q00830,Portland,"Portland, OR","1100 NE Broadway St, Portland, OR",45.5346825,-122.6541672,OR
Fred Meyer,Q00846,Portland,"Portland, OR","14700 SE Division St, Portland, OR",45.5029065,-122.5120924,OR
